PolityID,PolityName,PolityType,StateAbbr
7542,Loharu,Territory,
7543,Malerkotla,Territory,
7544,Sirmur,Territory,
7545,Suket,Territory,
7546,Garwahl,Territory,
7547,Indore,Territory,
7548,Baghelkand,Territory,
7549,Bundelkand,Territory,
7551,Malwah,Territory,
7552,Khaipur,Territory,
7553,Idar,Territory,
7554,Saugor,Territory,
7555,Damoh,Territory,
7556,Berar,Territory,
7557,Khandesh,Territory,
7558,Nasik,Territory,
7559,Ahmadnagar,Territory,
7561,Poona,Territory,
7562,Sholapur,Territory,
7563,Ratnagiri,Territory,
7564,Bijapur,Territory,
7566,Travancore,Territory,
7570,Junagadh,Territory,
7571,Sirohi,Territory,
7572,Assam,Territory,
7573,Kapurthala,Territory,
7574,Chota Nagpur,Territory,
7575,Coorg,Territory,
7576,Carnul,Territory,
7577,Sambalpur,Territory,
7578,Satara,Territory,
7579,Gwalior (Sindhia),Territory,
7581,Jhansi,Territory,
7582,Raipur,Territory,
7583,Jubbelpore,Territory,
7584,Balagha,Territory,
7585,Nagpur,Territory,
7586,Oudh,Territory,
7587,Manipur,Territory,
7588,Baluchistan (Kalat),Territory,
7691,Lahore (Sikhs),Territory,
7692,Peshawar,Territory,
7693,Sind,Territory,
7694,Bahawalpur,Territory,
7701,Swat,Territory,
7702,Hunza,Territory,
7703,Nagar,Territory,
7704,Chitral,Territory,
7705,Dir,Territory,
7706,Amb,Territory,
7707,Gwadar,Territory,
7708,Azad Kashmir,Territory,
7709,Northern Areas (of Kashmir),Territory,
7712,Tin Bigha,Territory,
7745,Kantarawadi,Territory,
7746,Bawlake,Territory,
7747,Kyebogyi,Territory,
7748,Nawng Palai,Territory,
7749,Nammekon,Territory,
7751,Hsipaw,Territory,
7752,Tawngpeng,Territory,
7753,North Hsen Wi,Territory,
7754,South Hsen Wi,Territory,
7755,Manglum,Territory,
7756,Hsamonghkam,Territory,
7757,Kyawkku,Territory,
7758,Kyong,Territory,
7759,Loi Ai,Territory,
7760,Loi Long,Territory,
7761,Loi Maw,Territory,
7762,Maw,Territory,
7763,Mawnang,Territory,
7764,Mawson,Territory,
7765,Namhkai,Territory,
7766,Namtok,Territory,
7767,Pangmi,Territory,
7768,Pangtara,Territory,
7769,Pwela,Territory,
7770,Yengan,Territory,
7771,Yawnghwe,Territory,
7772,Lawksawk,Territory,
7773,Wanyin,Territory,
7774,Samka,Territory,
7775,Hsahtung,Territory,
7776,Hopong,Territory,
7777,Namhkok,Territory,
7778,Mong Pai,Territory,
7779,Nawng Wawn,Territory,
7780,Sakoi,Territory,
7781,Lai Hka,Territory,
7782,Mong Kung,Territory,
7783,Mong Nai,Territory,
7784,Mawkmai,Territory,
7785,Mong Pawn,Territory,
7786,Mong Sit,Territory,
7787,Mong Pan,Territory,
7788,Kenghkam,Territory,
7789,Mong Nawng,Territory,
7790,Kehsi Mansam,Territory,
7791,Keng Lon,Territory,
7792,Mong Hsu,Territory,
7793,Keng Tung,Territory,
7794,Hswanghsup,Territory,
7795,Singkaling Hkamti,Territory,
7796,Mong Mit,Territory,
7797,Hkamti Long,Territory,
7798,Karen-ni West,Territory,
7799,Karen-ni East,Territory,
7806,Jaffna Peninsula,Territory,
7910,Tibet,Territory,
8001,Chiang Mai (Lan-na),Territory,
8002,Pattani,Territory,
8121,Vientiane,Territory,
8122,Luang Prabang (Lan Sang),Territory,
8123,Chien Khouang,Territory,
8124,Champassak,Territory,
8151,Cochin China,Territory,
8152,Annam,Territory,
8153,Tonkin,Territory,
8171,Paracel Is.,Territory,
8201,Perak,Territory,
8202,Selangore,Territory,
8203,Pahang,Territory,
8210,Negri Sembilan,Territory,
8211,Songei Ujong,Territory,
8212,Rambau,Territory,
8213,Sri Menati,Territory,
8214,Ulu Muar,Territory,
8215,Jempol,Territory,
8216,Johol,Territory,
8217,Tampin,Territory,
8221,Johore,Territory,
8222,Kedah,Territory,
8223,Kelantan,Territory,
8224,Perlis,Territory,
8225,Trengganu,Territory,
8231,Labuan I.,Territory,
8271,Malacca,Territory,
8272,Penang,Territory,
8401,Sulu Sultanate,Territory,
8402,Bohol,Territory,
8525,Sambas,Territory,
8531,Atjeh,Territory,
8532,Deli,Territory,
8533,Siak,Territory,
8534,Menangkabau,Territory,
8535,Bkulen,Territory,
8536,Jambi,Territory,
8537,Palembang,Territory,
8538,Kutei,Territory,
8539,Torjaja,Territory,
8541,Bali,Territory,
8542,Lombok,Territory,
8543,Banjermassin,Territory,
8544,Riau,Territory,
8545,Angkola,Territory,
8546,Mandailing,Territory,
8547,Tapanuli,Territory,
8548,Lampong,Territory,
8549,Buni,Territory,
8551,Indrapuna,Territory,
8552,Bone,Territory,
8553,Gowa,Territory,
8554,Luwu,Territory,
8555,Bencoolen,Territory,
8560,Buleleng,Territory,
8561,Jembrana,Territory,
9001,Christmas I.,Territory,
9002,Cocos (Keeling) Is.,Territory,
9003,Coral Sea Is.,Territory,
9004,Norfolk I.,Territory,
9005,Heard and McDonald Is.,Territory,
9006,Macquarie I.,Territory,
9007,Lord Howe I.,Territory,
9008,Ashmore and Cartier Is,Territory,
9101,Republic of the Northern Solomons,Territory,
9102,Bougainville,Territory,
9201,Tokelau Is.,Territory,
9202,Kermadec Is.,Territory,
9203,Chatham Is.,Territory,
9204,Bounty Is.,Territory,
9205,Auckland Is.,Territory,
9206,Campbell I.,Territory,
9251,Rarotonga,Territory,
9252,Northern Cook Is.,Territory,
9253,Niue I.,Territory,
9301,Chesterfield Is.,Territory,
9321,Wallis and Futuna Is.,Territory,
9322,Uvea,Territory,
9323,Tua (Singave),Territory,
9324,Alo,Territory,
9351,Vemarana (Espiritu Santo),Territory,
9401,German Solomon Is.,Territory,
9451,Ocean I.,Territory,
9452,Christmas I.,Territory,
9453,Fanning I.,Territory,
9454,Washington I.,Territory,
9461,Canton and Enderbury Is.,Territory,
9462,Malden I.,Territory,
9463,Starbuck I.,Territory,
9464,Vostok I.,Territory,
9465,Flint I.,Territory,
9466,Caroline I.,Territory,
9501,Rotuma I.,Territory,
9551,Vava'u,Territory,
9552,Tongatapu,Territory,
9553,Ha'apai,Territory,
9601,Society Is.,Territory,
9602,Marquesas Is.,Territory,
9603,Tuamotu Is.,Territory,
9604,Gambier Is.,Territory,
9605,Tubuai Is. (Austral Is.),Territory,
9606,Tahiti,Territory,
9610,Clipperton I.,Territory,
9620,Pitcairn Is.,Territory,
9621,Ducie I.,Territory,
9720,Wake I.,Territory,
9730,Midway Is.,Territory,
9740,Palmyra Is.,Territory,
9750,Johnston I.,Territory,
9760,Kingman Reef,Territory,
9770,Howland I.,Territory,
9771,Baker I.,Territory,
9772,Jarvis I.,Territory,
9810,Caroline Is.,Territory,
9820,Mariana Is.,Territory,
9900,Samoa,Territory,
9960,Australian Antarctic Territory,Territory,
9970,French and Southern Antarctic Territories (F.S.A.T.),Territory,
9971,Adelie Land,Territory,
9972,St. Paul and New Amsterdam Is.,Territory,
9973,Kerguelen Is.,Territory,
9974,Crozet Is.,Territory,
9980,British Antarctic Territory,Territory,
9981,Palmer Antarctic Territory,Territory,
9982,South Orkney Is.,Territory,
9983,South Shetland Is.,Territory,
9984,South Sandwich Is.,Territory,
9985,Argentine Antarctica,Territory,
9986,Chilean Antarctica,Territory,
9987,Neu Schwabenland,Territory,
9991,Peter I I.,Territory,
9993,Bouvet I.,Territory,
10000,Unknown,NonState Group,
10001,Te Rauparaha's Ngati Toa,NonState Group,
10002,Shaka Zulu,NonState Group,
10003,Burma,NonState Group,
10004,Hongi Hika's Nga Phuhi,NonState Group,
10005,Conservative Confederation,NonState Group,
10006,Viang Chan,NonState Group,
10007,Unitarians,NonState Group,
10008,Sayyid Said,NonState Group,
10009,Boer Trekkers,NonState Group,
10010,Persia,NonState Group,
10011,Anti-Rosas Allies,NonState Group,
10012,Conservatives,NonState Group,
10013,Jammu,NonState Group,
10014,Santo Domingo,NonState Group,
10015,Taiping rebels,NonState Group,
10016,al-Hajj Umar's Tukulor army,NonState Group,
10017,Han,NonState Group,
10018,Mbuyazi faction,NonState Group,
10019,Kucha,NonState Group,
10020,Basuto,NonState Group,
10021,Umar Tal,NonState Group,
10022,Regional governments,NonState Group,
10023,Aborigines,NonState Group,
10024,Orange Free State,NonState Group,
10025,Tigray,NonState Group,
10026,Blancos,NonState Group,
10027,Cetewayo faction,NonState Group,
10028,German East Africa Company,NonState Group,
10029,Rabah,NonState Group,
10030,Nejd,NonState Group,
10031,Muslims,NonState Group,
10032,Telenganans,NonState Group,
10033,Arabs,NonState Group,
10034,Communists,NonState Group,
10035,Hutu,NonState Group,
10036,Dhofar,NonState Group,
10037,MPLA,NonState Group,
10038,Fretilin,NonState Group,
10039,Hemda,NonState Group,
10040,Khoja,NonState Group,
10041,military,NonState Group,
10042,Apodeti,NonState Group,
10043,Taranaki,NonState Group,
10044,Bantu,NonState Group,
10045,Provinces,NonState Group,
10046,Ngati Paoa,NonState Group,
10047,Muslim rebels,NonState Group,
10048,Yaqui Indians,NonState Group,
10049,Liberals,NonState Group,
10050,Siam,NonState Group,
10051,Gran Colombia,NonState Group,
10052,Mombasa,NonState Group,
10053,Ranqueles Indians,NonState Group,
10054,Matabele,NonState Group,
10055,Peru-Bolivia Confederation,NonState Group,
10056,Rosas Federalist Army,NonState Group,
10057,Haitians,NonState Group,
10058,Malinke,NonState Group,
10059,Dards,NonState Group,
10060,Miao,NonState Group,
10061,Santo-Domingo,NonState Group,
10062,Nian,NonState Group,
10063,Yunnan Muslims,NonState Group,
10064,Cetshwayo faction,NonState Group,
10065,Boers,NonState Group,
10066,Provincial armies,NonState Group,
10067,Bambara,NonState Group,
10068,Transvaal government,NonState Group,
10069,White Settlers,NonState Group,
10070,Colorados,NonState Group,
10071,Zibelu faction,NonState Group,
10072,Ibadi,NonState Group,
10073,Mahdist army,NonState Group,
10074,Bornu,NonState Group,
10075,Hejaz,NonState Group,
10076,Hindus,NonState Group,
10077,Razakars,NonState Group,
10078,Zionists,NonState Group,
10079,Tutsi,NonState Group,
10080,FLNA,NonState Group,
10081,UDT,NonState Group,
10082,Lendu,NonState Group,
10083,Ngai Tahu,NonState Group,
10084,Ngati Maru,NonState Group,
10085,Swahili,NonState Group,
10086,Sikhs,NonState Group,
10087,UNITA,NonState Group,
10088,Waikato,NonState Group,
10089,Waikato River Maori,NonState Group,
10090,Ngati Ira,NonState Group,
10091,Te Arawa,NonState Group,
10092,Rangitikei,NonState Group,
10093,Sidon,NonState Group,
10094,Palestinians,NonState Group,
10095,Egypt & Bashir,NonState Group,
10096,Lebanese Maronites,NonState Group,
10097,Maronites,NonState Group,
10098,Mayans,NonState Group,
10099,Santee Sioux,NonState Group,
10100,Ukraine Poles,NonState Group,
10101,Socialists,NonState Group,
10102,Anhui army,NonState Group,
10103,Blackshirts,NonState Group,
10104,Chihli army,NonState Group,
10105,Feng Yu-Lxiang army,NonState Group,
10106,Red Guard,NonState Group,
10107,ELF,NonState Group,
10108,Lebanese Forces,NonState Group,
10109,Inkatha,NonState Group,
10110,Garang faction,NonState Group,
10111,Jukun,NonState Group,
10112,PUK,NonState Group,
10113,Laskar Jihad,NonState Group,
10114,Christian Tarok,NonState Group,
10115,Anyuaa,NonState Group,
10116,"Georgians, Dhagestania, Chechens",NonState Group,
10117,Damascus & Aleppo,NonState Group,
10118,Royalists,NonState Group,
10119,Carbonari,NonState Group,
10120,Greeks,NonState Group,
10121,Mehdi army,NonState Group,
10122,Janissaries,NonState Group,
10123,Constitutionalists,NonState Group,
10124,Ghazi Muhammad,NonState Group,
10125,Albanians,NonState Group,
10126,Belgians,NonState Group,
10127,Hadendowa,NonState Group,
10128,Poles,NonState Group,
10129,Egyptians & Bashir,NonState Group,
10130,Carlists,NonState Group,
10131,Shamil,NonState Group,
10132,Cabanos,NonState Group,
10133,Farrapos,NonState Group,
10134,Texans,NonState Group,
10135,Bosnians,NonState Group,
10136,Bahian Sabinada,NonState Group,
10137,Druze,NonState Group,
10138,Amir Bashir & Egypt,NonState Group,
10139,Progressives,NonState Group,
10140,Unitarios,NonState Group,
10141,Military,NonState Group,
10142,Karbala,NonState Group,
10143,Yucutan,NonState Group,
10144,Paez led Conservatives,NonState Group,
10145,Viennese,NonState Group,
10146,Radicals,NonState Group,
10147,Yucatan Maya,NonState Group,
10148,Montenegro & Hercegovina,NonState Group,
10149,Puebla,NonState Group,
10150,Montenegrins,NonState Group,
10151,Taipings,NonState Group,
10152,Niens,NonState Group,
10153,Miaos,NonState Group,
10154,Muslims (Hui),NonState Group,
10155,Confederacy,NonState Group,
10156,Muslims  in Sinkiang,NonState Group,
10157,Settlers & militia,NonState Group,
10158,Gregorio Perez's followers,NonState Group,
10159,Montoneros,NonState Group,
10160,Cretans,NonState Group,
10161,Zhang Jizhong's followers,NonState Group,
10162,Tokugawa,NonState Group,
10163,Black peasants,NonState Group,
10164,Entre Rios Province,NonState Group,
10165,Crillos,NonState Group,
10166,Communards,NonState Group,
10167,Rebel cities (cantons),NonState Group,
10168,Mitre led Rebels,NonState Group,
10169,Bosnia & Bulgaria,NonState Group,
10170,Rebels,NonState Group,
10171,Satsumas,NonState Group,
10172,Indians,NonState Group,
10173,Zaidi Imam,NonState Group,
10174,Congressists,NonState Group,
10175,Zaili & Jindan Sects,NonState Group,
10176,Naval Royalists,NonState Group,
10177,Tonghak Society,NonState Group,
10178,liberal caudillos,NonState Group,
10179,Gansu Muslims,NonState Group,
10180,Cretan Muslims,NonState Group,
10181,Canudos,NonState Group,
10182,Castro Led Rebels,NonState Group,
10183,Matos Led Rebels,NonState Group,
10184,IMRO Rebels,NonState Group,
10185,Imam Yahya's forces,NonState Group,
10186,Workers/Peasants,NonState Group,
10187,Peasants,NonState Group,
10188,Mulai el-Hafid,NonState Group,
10189,Anti-government troops,NonState Group,
10190,Yemen & Asir Imam Ibn Idris & Sayyid Muhammad,NonState Group,
10191,Liberals & Radicals,NonState Group,
10192,Nat. Rel. Alliance,NonState Group,
10193,Patri do Indepentente,NonState Group,
10194,Esmeraldas province,NonState Group,
10195,Republicans,NonState Group,
10196,Pai-Lings,NonState Group,
10197,Conventionists,NonState Group,
10198,Yunnan Rebels,NonState Group,
10199,Kirghiz & Kazaks,NonState Group,
10200,Anti-Bolsheviks,NonState Group,
10201,Ukrainians,NonState Group,
10202,German Freikorps,NonState Group,
10203,Anti-Communists,NonState Group,
10204,Chihli & Fengtien,NonState Group,
10205,Peasants in Ta,NonState Group,
10206,SSRI,NonState Group,
10207,Leftists,NonState Group,
10208,Sailors,NonState Group,
10209,Basmachi/Enver Pasha,NonState Group,
10210,Fengtien army,NonState Group,
10211,Agrarian League,NonState Group,
10212,Huerta Led Rebels,NonState Group,
10213,Khost rebels (anti-reformists),NonState Group,
10214,Chang Tso-lin army,NonState Group,
10215,Guomindang,NonState Group,
10216,Cristeros,NonState Group,
10217,Northern Resistance,NonState Group,
10218,Habibullah (anti-reformists),NonState Group,
10219,War Lords,NonState Group,
10220,Escobar Led Rebels,NonState Group,
10221,Ikhwan,NonState Group,
10222,Central Asian Rebels,NonState Group,
10223,Aprista Rebels,NonState Group,
10224,Paolistas,NonState Group,
10225,19th Route Army,NonState Group,
10226,Asturian Miners,NonState Group,
10227,Falange,NonState Group,
10228,UPA,NonState Group,
10229,Baltic Guerillas,NonState Group,
10230,Taiwanese,NonState Group,
10231,Anti-Imam Coalition,NonState Group,
10232,National Union Party,NonState Group,
10233,Karens & Communists,NonState Group,
10234,Moluccans,NonState Group,
10235,Huks,NonState Group,
10236,Darul Islam,NonState Group,
10237,Khamba Tibetans,NonState Group,
10238,National Front,NonState Group,
10239,Castroites,NonState Group,
10240,Shammar Tribe & Pro-WesternOfficers,NonState Group,
10241,NLF,NonState Group,
10242,Katanga & Leftists,NonState Group,
10243,Pathet Lao,NonState Group,
10244,Kurds,NonState Group,
10245,ALN,NonState Group,
10246,Ogaden,NonState Group,
10247,Anya Nya,NonState Group,
10248,Juenesse warriors,NonState Group,
10249,Watusi,NonState Group,
10250,Gbenye followers,NonState Group,
10251,Africans,NonState Group,
10252,"OPM, West Papua",NonState Group,
10253,Buganda Tribe,NonState Group,
10254,Frolinat Rebels,NonState Group,
10255,Regional military,NonState Group,
10256,Biafrans,NonState Group,
10257,Naxalite Marxists,NonState Group,
10258,Bengalis,NonState Group,
10259,Janatha Vimukthi- JVP,NonState Group,
10260,Khmer Rouge,NonState Group,
10261,MNLF Moros,NonState Group,
10262,EPLF,NonState Group,
10263,NPA,NonState Group,
10264,Patriotic Front,NonState Group,
10265,Baluchi Rebels,NonState Group,
10266,Pinochet led military,NonState Group,
10267,PFLOAG,NonState Group,
10268,Eritrean Peo. Lib.,NonState Group,
10269,"Montoneros, ERP",NonState Group,
10270,Lebanese National Movement,NonState Group,
10271,"OPR, West Papua",NonState Group,
10272,Hmong,NonState Group,
10273,WSLF,NonState Group,
10274,PLO & Shiite militia,NonState Group,
10275,"Ogaden, WSLF",NonState Group,
10276,The Democratic Front Against Repression (FDCR),NonState Group,
10277,Leftist Military,NonState Group,
10278,FNLC,NonState Group,
10279,Mujahideen,NonState Group,
10280,Anti-Shah Coalition,NonState Group,
10281,Sandinistas,NonState Group,
10282,Anti-Khmoneini Coalition: Fedayeen Kalq & Kurds,NonState Group,
10283,Salvadorean Democratic Front,NonState Group,
10284,Renamo,NonState Group,
10285,FAN,NonState Group,
10286,National Resistance Army,NonState Group,
10287,Muslim fundamentalists,NonState Group,
10288,Muslim Brotherhood,NonState Group,
10289,Tigray & Eritrea,NonState Group,
10290,Shining Path & TARM,NonState Group,
10291,Contras,NonState Group,
10292,ZAPU,NonState Group,
10293,Karen & Kachin Rebels,NonState Group,
10294,Shi'ites & Druze,NonState Group,
10295,Tamils,NonState Group,
10296,SPLA-Garang faction,NonState Group,
10297,"Kurds, PKK",NonState Group,
10298,Leftist Factions,NonState Group,
10299,HSMF,NonState Group,
10300,JVP,NonState Group,
10301,ANC,NonState Group,
10302,Pro-democracy,NonState Group,
10303,rebel clans,NonState Group,
10304,militias,NonState Group,
10305,Mujahadin,NonState Group,
10306,Deby's MPS,NonState Group,
10307,GAM,NonState Group,
10308,BRA,NonState Group,
10309,FARC & Drug Lords,NonState Group,
10310,Khmer Rouge & KPNFL,NonState Group,
10311,Anti-Ceaucescu Rebels,NonState Group,
10312,NPFL,NonState Group,
10313,Kashmiri Guerillas,NonState Group,
10314,Shiites & Kurds,NonState Group,
10315,RUF,NonState Group,
10316,Nuer faction,NonState Group,
10317,Tiv,NonState Group,
10318,Aideed Faction,NonState Group,
10319,Reform,NonState Group,
10320,Nagorno-Karabakh,NonState Group,
10321,Dniestria,NonState Group,
10322,Islamic Front,NonState Group,
10323,United Tajik Opposition,NonState Group,
10324,Bosnian Serbs,NonState Group,
10325,NPFL & ULIMO,NonState Group,
10326,Tutsi army,NonState Group,
10327,South Yemen,NonState Group,
10328,Chechnya,NonState Group,
10329,KDP,NonState Group,
10330,Krajinia Serbs,NonState Group,
10331,ADFL,NonState Group,
10332,Hutu rebels,NonState Group,
10333,FDU (Cobra militia),NonState Group,
10334,Kabbah faction,NonState Group,
10335,KLA,NonState Group,
10336,Mané Junta,NonState Group,
10337,"RCD, MLC, et al",NonState Group,
10338,MDD & MDJT,NonState Group,
10339,Ninjas and Cocoye militias,NonState Group,
10340,FKM & RMS,NonState Group,
10341,Muslim Fulani,NonState Group,
10342,Oromo Lib. Front,NonState Group,
10343,MILF,NonState Group,
10344,RDFG,NonState Group,
10345,FNL & FROLINA,NonState Group,
10346,Army for the Liberation of Rwanda,NonState Group,
10347,CPN,NonState Group,
10348,LURD & MODEL,NonState Group,
10349,Nuer,NonState Group,
10350,"MPCI, MPIGO, MJP",NonState Group,
10351,MILF & ASG,NonState Group,
10352,SLA & JEM,NonState Group,
10353,Waziri tribes,NonState Group,
10354,Zaidi Muslims,NonState Group,
10355,MILF & NPA,NonState Group,
10356,FUDC,NonState Group,
10357,SCIC,NonState Group,
10358,LTTE,NonState Group,
10359,Saudi Wahhabis,NonState Group,
10360,San Martin revolutionaries,NonState Group,
10361,New Granada,NonState Group,
10362,Mina Expedition,NonState Group,
10363,Kandyan rebels,NonState Group,
10364,Marathas,NonState Group,
10365,Sudan states,NonState Group,
10366,Ashanti-Ghana,NonState Group,
10367,Latin American revolutionaries,NonState Group,
10368,Javanese rebels,NonState Group,
10369,Bharatpuran rebels,NonState Group,
10370,Bilmez-Asiri,NonState Group,
10371,Zulu tribe,NonState Group,
10372,Algerian forces,NonState Group,
10373,Gwalior,NonState Group,
10374,Khosa,NonState Group,
10375,Chinese Pirates,NonState Group,
10376,Xhosa,NonState Group,
10377,Yam,NonState Group,
10378,Tukulor,NonState Group,
10379,Santal,NonState Group,
10380,Beni Aseer tribe,NonState Group,
10381,Kabylia,NonState Group,
10382,Indian sepoys,NonState Group,
10383,Red Shirts,NonState Group,
10384,New Zealand Maori,NonState Group,
10385,Choshu Daimyo,NonState Group,
10386,Pathan tribe,NonState Group,
10387,Bukhara,NonState Group,
10388,Ethiopians,NonState Group,
10389,Bahr el-Ghazal,NonState Group,
10390,"Yemen, Asir, Hasa",NonState Group,
10391,Ashanti,NonState Group,
10392,Aceh,NonState Group,
10393,"Serbia, Montenegro",NonState Group,
10394,S. Africa Xhosa,NonState Group,
10395,Sudanese Slavers,NonState Group,
10396,Turkomans,NonState Group,
10397,"Vietnam, Black Flag",NonState Group,
10398,Madagasar,NonState Group,
10399,Mandinka,NonState Group,
10400,Prazero da Cruz,NonState Group,
10401,Dahomey,NonState Group,
10402,Jolof/Tukulor,NonState Group,
10403,Tippu Tib Empire,NonState Group,
10404,Rif tribes,NonState Group,
10405,Gaza Empire,NonState Group,
10406,Mazrui clan of Kenya,NonState Group,
10407,Pathans,NonState Group,
10408,Sierra Leone rebels,NonState Group,
10409,Rabih az-Zubayr,NonState Group,
10410,Boer Republics,NonState Group,
10411,Mohammad Abdullah Hassans Dervishes,NonState Group,
10412,Bailundu of Angola,NonState Group,
10413,Kuanhama of Angola,NonState Group,
10414,Kano & Sokoto,NonState Group,
10415,Herero & Nama,NonState Group,
10416,Maji-Maji in Tanganyika,NonState Group,
10417,Mahdist rebels,NonState Group,
10418,Dembos,NonState Group,
10419,Sheikh Ma Al-Ainie,NonState Group,
10420,Wadai sultanate,NonState Group,
10421,Berbers,NonState Group,
10422,Moro,NonState Group,
10423,Caco Rebels,NonState Group,
10424,Waziristan,NonState Group,
10425,Syrians,NonState Group,
10426,Baron von Ungern-Sternbergs White army,NonState Group,
10427,Sanusi tribe,NonState Group,
10428,Riffs,NonState Group,
10429,Muslim Moplahs,NonState Group,
10430,Vietnamese Nationalists,NonState Group,
10431,Peasant Rebels,NonState Group,
10432,Pathan tribes,NonState Group,
10433,Vietminh,NonState Group,
10434,Malayan Communists,NonState Group,
10435,Mau Mau,NonState Group,
10436,UPC,NonState Group,
10437,Fretilin & UDT,NonState Group,
10438,SWAPO-Namibia,NonState Group,
10439,Polisario,NonState Group,
10440,Muhajadin,NonState Group,
10441,PKK in Iraq,NonState Group,
10442,al-Qaeda & Taliban,NonState Group,
10443,al-Qaeda & Iraqi resistence,NonState Group,
